location,commodity,time_operation,total_transport_cost,total_transport_opex,total_transport_flow,transport_cost_per_unit
AUS,Copper_ore,11,125.503294734495,125.503294734495,32.118187500000005,3.9075459888418353
AUS,Copper_ore,12,139.34055046608898,139.34055046608898,36.4075125,3.827247205259875
AUS,Copper_ore,13,153.223736018454,153.223736018454,40.711075,3.763686810492083
AUS,HEX,0,467000.0,467000.0,0.0,
AUS,HEX,1,467000.0,467000.0,0.0,
AUS,HEX,2,467000.0,467000.0,0.0,
AUS,HEX,3,467000.0,467000.0,0.0,
AUS,HEX,4,467000.0,467000.0,0.0,
AUS,HEX,5,467000.0,467000.0,0.0,
AUS,HEX,6,467000.0,467000.0,0.0,
AUS,HEX,7,467000.0,467000.0,0.0,
AUS,HEX,8,467000.0,467000.0,0.0,
AUS,HEX,9,467000.0,467000.0,0.0,
AUS,HEX,10,467000.0,467000.0,0.0,
AUS,HEX,11,467000.0,467000.0,0.0,
AUS,HEX,12,467000.0,467000.0,0.0,
AUS,HEX,13,467000.0,467000.0,0.0,
AUS,HP,0,304517.96985999995,304517.96985999995,8.45,36037.62956923077
AUS,HP,1,316496.86437712,316496.86437712,8.782399999999999,36037.628026179635
AUS,HP,2,328724.27410660475,328724.27410660475,9.121696,36037.62656709945
AUS,HP,3,341584.9363464831,341584.9363464831,9.478564,36037.62514516789
AUS,HP,4,355104.1494840928,355104.1494840928,9.853706,36037.62376146526
AUS,HP,5,369308.329072024,369308.329072024,10.247855,36037.622416791026
AUS,HP,6,384461.94143153756,384461.94143153756,10.661769,36059.86412119204
AUS,HP,7,399882.07884611195,399882.07884611195,11.096240000000002,36037.6198465527
AUS,HP,8,416309.7776630032,416309.7776630032,11.552089,36037.61862144614
AUS,HP,9,453275.40240285354,453275.40240285354,12.030173,37678.21147732901
AUS,HP,10,519282.7262399891,519282.7262399891,12.53138,41438.59066120324
AUS,HP,11,442245.730401688,442245.730401688,9.256635,47776.079579856836
AUS,HP,12,429642.12428272003,429642.12428272003,8.9069,48236.998763062344
AUS,HP,13,378506.93552235636,378506.93552235636,8.583176000000002,44098.70373418374
AUS,Iron,0,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,1,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,2,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,3,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,4,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,5,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,6,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,7,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,8,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,9,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,10,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,11,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,12,1720.0065999991807,1720.0065999991807,0.0,
AUS,Iron,13,1720.0065999991807,1720.0065999991807,0.0,
AUS,Nickel,0,10.5735847272,10.5735847272,1.62,6.526904152592592
AUS,Nickel,1,10.5735847272,10.5735847272,1.62,6.526904152592592
AUS,Nickel,2,14.229792530400001,14.229792530400001,1.62,8.78382254962963
AUS,Nickel,3,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,4,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,5,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,6,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,7,20.41296372,20.41296372,3.0,6.80432124
AUS,Nickel,8,24.495556464,24.495556464,3.6,6.80432124
AUS,Nickel,9,24.495556464,24.495556464,3.6,6.80432124
AUS,Nickel,10,30.728536487999992,30.728536487999992,4.2,7.31631821142857
AUS,Nickel,11,29.521810083658032,29.521810083658032,4.199999999999999,7.0290024008709615
AUS,Nickel,12,35.91572655070657,35.91572655070657,4.8,7.482443031397203
AUS,Nickel,13,42.97146685260479,42.97146685260479,5.3999999999999995,7.957679046778666
AUS,Refrigerant,0,18136.288316500002,18136.288316500002,1.2000624999999998,15112.78647278788
AUS,Refrigerant,1,18909.782629000005,18909.782629000005,1.25125,15112.713389810195
AUS,Refrigerant,2,19769.220754,19769.220754,1.3081249999999998,15112.638894601056
AUS,Refrigerant,3,20628.658879000002,20628.658879000002,1.365,15112.57060732601
AUS,Refrigerant,4,21488.097004000003,21488.097004000003,1.421875,15112.507783032968
AUS,Refrigerant,5,22347.53512900001,22347.53512900001,1.47875,15112.44979137786
AUS,Refrigerant,6,23206.973254000004,23206.973254000004,1.535625,15112.396095400898
AUS,Refrigerant,7,24066.411379,24066.411379,1.5924999999999998,15112.346234850866
AUS,Refrigerant,8,24925.849504,24925.849504,1.6493749999999998,15112.299812959456
AUS,Refrigerant,9,25785.287629000002,25785.287629000002,1.7062499999999998,15112.25648586081
AUS,Refrigerant,10,26644.725754000006,26644.725754000006,1.763125,15112.215954058847
AUS,Refrigerant,11,60162.812629,60162.812629,3.98125,15111.538493940345
AUS,Refrigerant,12,68757.193879,68757.193879,4.55,15111.471182197802
AUS,Refrigerant,13,77351.575129,77351.575129,5.11875,15111.418828620268
AUS,Steel,0,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,1,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,2,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,3,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,4,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,5,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,6,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,7,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,8,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,9,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,10,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,11,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,12,1894.192000000512,1894.192000000512,0.0,
AUS,Steel,13,1894.192000000512,1894.192000000512,0.0,
AUT,Aluminium,0,0.0,0.0,0.0,
AUT,Aluminium,1,0.0,0.0,0.0,
AUT,Aluminium,2,0.0,0.0,0.0,
AUT,Aluminium,3,0.0,0.0,0.0,
AUT,Aluminium,4,0.0,0.0,0.0,
AUT,Aluminium,5,0.0,0.0,0.0,
AUT,Aluminium,6,0.0,0.0,0.0,
AUT,Aluminium,7,0.0,0.0,0.0,
AUT,Aluminium,8,0.0,0.0,0.0,
AUT,Aluminium,9,0.0,0.0,0.0,
AUT,Aluminium,10,0.0,0.0,0.0,
AUT,Aluminium,11,0.0,0.0,0.0,
AUT,Aluminium,12,0.0,0.0,0.0,
AUT,Aluminium,13,0.0,0.0,0.0,
AUT,Bauxite,0,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,1,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,2,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,3,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,4,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,5,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,6,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,7,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,8,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,9,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,10,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,11,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,12,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Bauxite,13,580.4116704,580.4116704,78.52,7.391895955170658
AUT,Compressor,0,1332.04941263232,1332.04941263232,0.393632,3383.99676
AUT,Compressor,1,1353.598704,1353.598704,0.4,3383.99676
AUT,Compressor,2,1353.598704,1353.598704,0.4,3383.99676
AUT,Compressor,3,2267.2778292,2267.2778292,0.6699999999999999,3383.99676
AUT,Compressor,4,2496.11045810472,2496.11045810472,0.737622,3383.9967599999995
AUT,Compressor,5,2920.45011582168,2920.45011582168,0.863018,3383.99676
AUT,Compressor,6,3416.92643247156,3416.92643247156,1.009731,3383.9967600000004
AUT,Compressor,7,3997.8030123126,3997.8030123126,1.181385,3383.9967600000004
AUT,Compressor,8,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,9,5472.59279227848,5472.59279227848,1.617198,3383.9967600000004
AUT,Compressor,10,6402.931333527959,6402.931333527959,1.892121,3383.99676
AUT,Compressor,11,6402.931333527959,6402.931333527959,1.892121,3383.99676
AUT,Compressor,12,6402.931333527959,6402.931333527959,1.892121,3383.99676
AUT,Compressor,13,6402.931333527959,6402.931333527959,1.892121,3383.99676
AUT,Copper,0,25.8824,25.8824,0.0,
AUT,Copper,1,25.8824,25.8824,0.0,
AUT,Copper,2,25.8824,25.8824,0.0,
AUT,Copper,3,25.8824,25.8824,0.0,
AUT,Copper,4,25.8824,25.8824,0.0,
AUT,Copper,5,25.8824,25.8824,0.0,
AUT,Copper,6,25.8824,25.8824,0.0,
AUT,Copper,7,25.8824,25.8824,0.0,
AUT,Copper,8,25.8824,25.8824,0.0,
AUT,Copper,9,25.8824,25.8824,0.0,
AUT,Copper,10,25.8824,25.8824,0.0,
AUT,Copper,11,25.8824,25.8824,0.0,
AUT,Copper,12,25.8824,25.8824,0.0,
AUT,Copper,13,25.8824,25.8824,0.0,
AUT,Copper_ore,0,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,1,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,2,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,3,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,4,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,5,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,6,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,7,22.0138,22.0138,2.0,11.0069
AUT,Copper_ore,8,22.0138,22.0138,1.0,22.0138
AUT,Copper_ore,9,22.0138,22.0138,2.064339819999999,10.663845064036023
AUT,Copper_ore,10,22.0138,22.0138,3.1887748899999986,6.903529022708784
AUT,Copper_ore,11,22.0138,22.0138,2.1887748899999986,10.057589796271838
AUT,Copper_ore,12,22.0138,22.0138,3.1887748899999986,6.903529022708784
AUT,Copper_ore,13,22.0138,22.0138,2.1887748899999986,10.057589796271838
AUT,HEX,0,472000.0,472000.0,0.0,
AUT,HEX,1,472000.0,472000.0,0.0,
AUT,HEX,2,472000.0,472000.0,0.0,
AUT,HEX,3,472787.0510476,472787.0510476,0.2699999999999999,1751063.1520281488
AUT,HEX,4,472984.16943997337,472984.16943997337,0.337622,1400928.1665293535
AUT,HEX,5,473349.69926650985,473349.69926650985,0.4630179999999999,1022313.8177490076
AUT,HEX,6,473777.36823075626,473777.36823075626,0.6097309999999999,777026.8663242583
AUT,HEX,7,474277.7403067738,474277.7403067738,0.7813849999999999,606970.6230690043
AUT,HEX,8,472000.0,472000.0,0.0,
AUT,HEX,9,472000.0,472000.0,0.0,
AUT,HEX,10,472000.0,472000.0,0.0,
AUT,HEX,11,472000.0,472000.0,0.0,
AUT,HEX,12,472000.0,472000.0,0.0,
AUT,HEX,13,472000.0,472000.0,0.0,
AUT,HP,0,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,1,218.30862103939987,218.30862103939987,0.0605489999999999,3605.4868129845286
AUT,HP,2,500.1506262757997,500.1506262757997,0.1388429999999999,3602.274700746887
AUT,HP,3,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,4,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,5,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,6,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,7,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,8,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,9,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,10,0.3448999999999999,0.3448999999999999,0.0,
AUT,HP,11,18118.155673508605,18118.155673508605,0.3216610000000002,56326.86484686858
AUT,HP,12,39315.973437970395,39315.973437970395,0.6980040000000001,56326.28672324283
AUT,HP,13,64117.402761394995,64117.402761394995,1.138325,56326.09558904091
AUT,Iron,0,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,1,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,2,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,3,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,4,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,5,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,6,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,7,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,8,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,9,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,10,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,11,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,12,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Iron,13,2598.6437125991806,2598.6437125991806,1.0,2598.6437125991806
AUT,Nickel,0,0.0,0.0,0.2361792,0.0
AUT,Nickel,1,0.0,0.0,0.24,0.0
AUT,Nickel,2,0.0,0.0,1.0,0.0
AUT,Nickel,3,0.0,0.0,0.1699999999999999,0.0
AUT,Nickel,4,0.0,0.0,0.1699999999999999,0.0
AUT,Nickel,5,0.0,0.0,0.1699999999999999,0.0
AUT,Nickel,6,0.0,0.0,1.0,0.0
AUT,Nickel,7,0.0,0.0,1.0,0.0
AUT,Nickel,8,0.0,0.0,0.8300000000000001,0.0
AUT,Nickel,9,0.0,0.0,0.9003188,0.0
AUT,Nickel,10,0.1330493441354398,0.1330493441354398,1.0652726,0.12489699269035909
AUT,Nickel,11,0.1330493441354398,0.1330493441354398,1.0652726,0.12489699269035909
AUT,Nickel,12,0.1330493441354398,0.1330493441354398,1.0652726,0.12489699269035909
AUT,Nickel,13,0.1330493441354398,0.1330493441354398,1.0652726,0.12489699269035909
AUT,Refrigerant,0,949.3904534559999,949.3904534559999,0.2238781999999999,4240.65609539473
AUT,Refrigerant,1,964.7145790000001,964.7145790000001,0.2275,4240.5036439560445
AUT,Refrigerant,2,964.7145790000001,964.7145790000001,0.2275,4240.5036439560445
AUT,Refrigerant,3,1614.4498015,1614.4498015,0.3810624999999999,4236.706056093161
AUT,Refrigerant,4,1777.1771911884998,1777.1771911884998,0.4195225125,4236.190283563149
AUT,Refrigerant,5,2078.9334799315,2078.9334799315,0.4908414874999999,4235.44776241332
AUT,Refrigerant,6,2431.98756770425,2431.98756770425,0.5742845062499999,4234.813130489623
AUT,Refrigerant,7,2845.0603450487497,2845.0603450487497,0.6719127187499999,4234.270710549413
AUT,Refrigerant,8,3611.784004,3611.784004,0.8531249999999999,4233.592971721612
AUT,Refrigerant,9,3893.8124062465,3893.8124062465,0.9197813625,4233.410857187813
AUT,Refrigerant,10,4555.39446763675,4555.39446763675,1.07614381875,4233.072186325514
AUT,Refrigerant,11,4555.39446763675,4555.39446763675,1.07614381875,4233.072186325514
AUT,Refrigerant,12,4555.39446763675,4555.39446763675,1.07614381875,4233.072186325514
AUT,Refrigerant,13,4555.39446763675,4555.39446763675,1.07614381875,4233.072186325514
AUT,Steel,0,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,1,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,2,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,3,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,4,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,5,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,6,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,7,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,8,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,9,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,10,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,11,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,12,1892.116000000512,1892.116000000512,0.0,
AUT,Steel,13,1892.116000000512,1892.116000000512,0.0,
BRA,Aluminium,0,0.0,0.0,0.0,
BRA,Aluminium,1,0.0,0.0,0.0,
BRA,Aluminium,2,0.0,0.0,0.0,
BRA,Aluminium,3,0.0,0.0,0.0,
BRA,Aluminium,4,0.0,0.0,0.0,
BRA,Aluminium,5,0.0,0.0,0.0,
BRA,Aluminium,6,0.0,0.0,0.0,
BRA,Aluminium,7,0.0,0.0,0.0,
BRA,Aluminium,8,0.0,0.0,0.0,
BRA,Aluminium,9,0.0,0.0,0.0,
BRA,Aluminium,10,0.0,0.0,0.0,
BRA,Aluminium,11,0.0,0.0,0.0,
BRA,Aluminium,12,0.0,0.0,0.0,
BRA,Aluminium,13,0.0,0.0,0.0,
BRA,Bauxite,0,0.0,0.0,0.0,
BRA,Bauxite,1,0.0,0.0,0.0,
BRA,Bauxite,2,0.0,0.0,0.0,
BRA,Bauxite,3,0.0,0.0,0.0,
BRA,Bauxite,4,0.0,0.0,0.0,
BRA,Bauxite,5,0.0,0.0,0.0,
BRA,Bauxite,6,0.0,0.0,0.0,
BRA,Bauxite,7,0.0,0.0,0.0,
BRA,Bauxite,8,0.0,0.0,0.0,
BRA,Bauxite,9,0.0,0.0,0.0,
BRA,Bauxite,10,0.0,0.0,0.0,
BRA,Bauxite,11,0.0,0.0,0.0,
BRA,Bauxite,12,0.0,0.0,0.0,
BRA,Bauxite,13,0.0,0.0,0.0,
BRA,Compressor,0,0.0,0.0,0.0,
BRA,Compressor,1,0.0,0.0,0.0,
BRA,Compressor,2,0.0,0.0,0.0,
BRA,Compressor,3,0.0,0.0,0.0,
BRA,Compressor,4,0.0,0.0,0.0,
BRA,Compressor,5,0.0,0.0,0.0,
BRA,Compressor,6,0.0,0.0,0.0,
BRA,Compressor,7,0.0,0.0,0.0,
BRA,Compressor,8,0.0,0.0,0.0,
BRA,Compressor,9,0.0,0.0,0.0,
BRA,Compressor,10,0.0,0.0,0.0,
BRA,Compressor,11,0.0,0.0,0.0,
BRA,Compressor,12,0.0,0.0,0.0,
BRA,Compressor,13,0.0,0.0,0.0,
BRA,Copper,0,25.8819,25.8819,0.0,
BRA,Copper,1,25.8819,25.8819,0.0,
BRA,Copper,2,25.8819,25.8819,0.0,
BRA,Copper,3,25.8819,25.8819,0.0,
BRA,Copper,4,25.8819,25.8819,0.0,
BRA,Copper,5,25.8819,25.8819,0.0,
BRA,Copper,6,25.8819,25.8819,0.0,
BRA,Copper,7,25.8819,25.8819,0.0,
BRA,Copper,8,25.8819,25.8819,0.0,
BRA,Copper,9,25.8819,25.8819,0.0,
BRA,Copper,10,25.8819,25.8819,0.0,
BRA,Copper,11,25.8819,25.8819,0.0,
BRA,Copper,12,25.8819,25.8819,0.0,
BRA,Copper,13,25.8819,25.8819,0.0,
BRA,Copper_ore,0,28.8646544,28.8646544,2.0,14.4323272
BRA,Copper_ore,1,28.8646544,28.8646544,2.0,14.4323272
BRA,Copper_ore,2,51.72793167935749,51.72793167935749,8.338554400000014,6.203465156905063
BRA,Copper_ore,3,61.427005783999995,61.427005783999995,11.0275,5.570347384629335
BRA,Copper_ore,4,61.427005783999995,61.427005783999995,11.0275,5.570347384629335
BRA,Copper_ore,5,69.65094561619202,69.65094561619202,13.307483283749995,5.233968296713476
BRA,Copper_ore,6,117.89247222620826,117.89247222620826,26.681836269999977,4.41845422605947
BRA,Copper_ore,7,125.6084734496,125.6084734496,28.821,4.358227453925957
BRA,Copper_ore,8,125.6084734496,125.6084734496,28.821,4.358227453925957
BRA,Copper_ore,9,125.6084734496,125.6084734496,28.821,4.358227453925957
BRA,Copper_ore,10,193.75552645537726,193.75552645537726,47.713908369999984,4.060776680729861
BRA,Copper_ore,11,125.6084734496,125.6084734496,28.821,4.358227453925957
BRA,Copper_ore,12,138.544239218,138.544239218,32.911,4.209663614536173
BRA,Copper_ore,13,138.544239218,138.544239218,32.911,4.209663614536173
BRA,HEX,0,473000.0,473000.0,0.0,
BRA,HEX,1,473000.0,473000.0,0.0,
BRA,HEX,2,473000.0,473000.0,0.0,
BRA,HEX,3,473000.0,473000.0,0.0,
BRA,HEX,4,473000.0,473000.0,0.0,
BRA,HEX,5,473000.0,473000.0,0.0,
BRA,HEX,6,473000.0,473000.0,0.0,
BRA,HEX,7,473000.0,473000.0,0.0,
BRA,HEX,8,473000.0,473000.0,0.0,
BRA,HEX,9,473000.0,473000.0,0.0,
BRA,HEX,10,627814.9881269985,627814.9881269985,4.619292999999997,135911.48864707194
BRA,HEX,11,473000.0,473000.0,0.0,
BRA,HEX,12,473000.0,473000.0,0.0,
BRA,HEX,13,473000.0,473000.0,0.0,
BRA,HP,0,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,1,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,2,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,3,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,4,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,5,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,6,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,7,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,8,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,9,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,10,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,11,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,12,0.3375999999999999,0.3375999999999999,0.0,
BRA,HP,13,0.3375999999999999,0.3375999999999999,0.0,
BRA,Iron,0,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,1,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,2,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,3,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,4,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,5,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,6,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,7,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,8,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,9,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,10,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,11,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,12,2190.0065999991807,2190.0065999991807,0.0,
BRA,Iron,13,2190.0065999991807,2190.0065999991807,0.0,
BRA,Nickel,0,0.0,0.0,0.0,
BRA,Nickel,1,0.0,0.0,0.0,
BRA,Nickel,2,0.0,0.0,0.0,
BRA,Nickel,3,0.0,0.0,0.0,
BRA,Nickel,4,0.0,0.0,0.0,
BRA,Nickel,5,0.0,0.0,0.0,
BRA,Nickel,6,0.0,0.0,0.0,
BRA,Nickel,7,0.0,0.0,0.0,
BRA,Nickel,8,0.0,0.0,0.0,
BRA,Nickel,9,0.0,0.0,0.0,
BRA,Nickel,10,0.0,0.0,0.0,
BRA,Nickel,11,0.0,0.0,0.0,
BRA,Nickel,12,0.0,0.0,0.0,
BRA,Nickel,13,0.0,0.0,0.0,
