location,commodity,time_operation,total_production,total_production_cost,production_cost_per_unit,opex_cost,total_import_flow,total_import_production_cost,total_transport_cost,total_transport_opex,total_import_cost,total_output,domestic_ratio,import_ratio,weighted_cost,weighted_cost_per_unit,transport_to_production_ratio
AUS,Aluminium,0,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,1,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,2,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,3,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,4,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,5,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,6,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,7,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,8,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,9,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,10,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,11,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,12,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,13,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Bauxite,0,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,1,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,2,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,3,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,4,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,5,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,6,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,7,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,8,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,9,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,10,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,11,507.3798340799999,15556.265712892797,30.66,15556.265712892797,0.0,0.0,0.0,0.0,0.0,507.3798340799999,1.0,0.0,15556.265712892797,30.66,0.0
AUS,Bauxite,12,1056.8753921600005,32403.799523625617,30.660000000000004,32403.799523625617,0.0,0.0,0.0,0.0,0.0,1056.8753921600005,1.0,0.0,32403.799523625617,30.660000000000004,0.0
AUS,Bauxite,13,1682.7822174400003,51594.102786710406,30.659999999999997,51594.102786710406,0.0,0.0,0.0,0.0,0.0,1682.7822174400003,1.0,0.0,51594.102786710406,30.659999999999997,0.0
AUS,Compressor,0,0.0,72800.0,,72800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,1,0.0,72280.0,,72280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,2,0.0,71630.0,,71630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,3,0.0,70980.0,,70980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,4,0.0,70460.0,,70460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,5,0.0,69810.0,,69810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,6,0.0,69160.0,,69160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,7,0.0,68640.0,,68640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
AUS,Compressor,8,1.3,67990.0,52300.0,67990.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,67990.0,52300.0,0.0
AUS,Compressor,9,1.3,67470.0,51900.0,67470.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,67470.0,51900.0,0.0
AUS,Compressor,10,1.3,66820.0,51400.0,66820.0,0.9591912747252748,68006.66137802198,13680.89781136532,13680.89781136532,81687.55918938729,2.259191274725275,0.5754271515403601,0.4245728484596399,73132.36195468045,32371.03594230798,0.2047425592841263
AUS,Compressor,11,1.3,66300.0,51000.0,66300.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,66300.0,51000.0,0.0
AUS,Compressor,12,1.3,65650.0,50500.0,65650.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,65650.0,50500.0,0.0
AUS,Compressor,13,1.3,65130.0,50100.0,65130.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,65130.0,50100.0,0.0
AUS,Copper,0,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,0,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,1,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,1,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,2,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,2,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,3,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,3,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,4,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,4,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,5,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
