location,commodity,time_operation,total_transport_cost,total_transport_opex,total_transport_flow,transport_cost_per_unit
AUS,Aluminium,0,0.0,0.0,0.0,
AUS,Aluminium,1,0.0,0.0,0.0,
AUS,Aluminium,2,0.0,0.0,0.0,
AUS,Aluminium,3,0.0,0.0,0.0,
AUS,Aluminium,4,0.0,0.0,0.0,
AUS,Aluminium,5,0.0,0.0,0.0,
AUS,Aluminium,6,0.0,0.0,0.0,
AUS,Aluminium,7,0.0,0.0,0.0,
AUS,Aluminium,8,0.0,0.0,0.0,
AUS,Aluminium,9,0.0,0.0,0.0,
AUS,Aluminium,10,0.0,0.0,0.0,
AUS,Aluminium,11,0.0,0.0,0.0,
AUS,Aluminium,12,0.0,0.0,0.0,
AUS,Aluminium,13,0.0,0.0,0.0,
AUS,Bauxite,0,0.0,0.0,0.0,
AUS,Bauxite,1,0.0,0.0,0.0,
AUS,Bauxite,2,0.0,0.0,0.0,
AUS,Bauxite,3,0.0,0.0,0.0,
AUS,Bauxite,4,0.0,0.0,0.0,
AUS,Bauxite,5,0.0,0.0,0.0,
AUS,Bauxite,6,0.0,0.0,0.0,
AUS,Bauxite,7,0.0,0.0,0.0,
AUS,Bauxite,8,0.0,0.0,0.0,
AUS,Bauxite,9,0.0,0.0,0.0,
AUS,Bauxite,10,0.0,0.0,0.0,
AUS,Bauxite,11,0.0,0.0,0.0,
AUS,Bauxite,12,0.0,0.0,0.0,
AUS,Bauxite,13,0.0,0.0,0.0,
AUS,Compressor,0,16581.984368399997,16581.984368399997,0.8099999999999998,20471.58564
AUS,Compressor,1,16581.984368399997,16581.984368399997,0.8099999999999998,20471.58564
AUS,Compressor,2,16581.984368399997,16581.984368399997,0.8099999999999998,20471.58564
AUS,Compressor,3,16581.984368399997,16581.984368399997,0.8099999999999998,20471.58564
AUS,Compressor,4,39571.204608,39571.204608,1.2,32976.003840000005
AUS,Compressor,5,42868.804992000005,42868.804992000005,1.3,32976.003840000005
AUS,Compressor,6,46166.40537600001,46166.40537600001,1.4,32976.00384000001
AUS,Compressor,7,46166.40537600001,46166.40537600001,1.4,32976.00384000001
AUS,Compressor,8,52761.606144,52761.606144,1.6,32976.00384
AUS,Compressor,9,56059.206528,56059.206528,1.7,32976.003840000005
AUS,Compressor,10,59356.806912,59356.806912,1.8,32976.00384
AUS,Compressor,11,122257.93116449898,122257.93116449898,5.7,21448.759853420874
AUS,Compressor,12,110751.2783124,110751.2783124,5.41,20471.585639999998
AUS,Compressor,13,128152.1261064,128152.1261064,6.26,20471.58564
AUS,Copper,0,25.6354,25.6354,0.0,
AUS,Copper,1,25.6354,25.6354,0.0,
AUS,Copper,2,25.6354,25.6354,0.0,
AUS,Copper,3,25.6354,25.6354,0.0,
AUS,Copper,4,25.6354,25.6354,0.0,
AUS,Copper,5,25.6354,25.6354,0.0,
AUS,Copper,6,25.6354,25.6354,0.0,
AUS,Copper,7,25.6354,25.6354,0.0,
AUS,Copper,8,25.6354,25.6354,0.0,
AUS,Copper,9,25.6354,25.6354,0.0,
AUS,Copper,10,25.6354,25.6354,0.0,
AUS,Copper,11,25.6354,25.6354,0.0,
AUS,Copper,12,25.6354,25.6354,0.0,
AUS,Copper,13,25.6354,25.6354,0.0,
AUS,Copper_ore,0,58.135222198227,58.135222198227,10.480775,5.546843835329639
AUS,Copper_ore,1,58.135222198227,58.135222198227,10.480775,5.546843835329639
AUS,Copper_ore,2,58.135222198227,58.135222198227,10.480775,5.546843835329639
AUS,Copper_ore,3,58.135222198227,58.135222198227,10.480775,5.546843835329639
AUS,Copper_ore,4,40.01780840085,40.01780840085,12.075875,3.313864080313021
AUS,Copper_ore,5,40.60356691245,40.60356691245,12.484875,3.252220539849217
AUS,Copper_ore,6,41.189325424050004,41.189325424050004,12.893875,3.1944877256875848
AUS,Copper_ore,7,62.524590750390004,62.524590750390004,12.893875,4.849169915978711
AUS,Copper_ore,8,65.16343839855,65.16343839855,13.711875,4.7523360881389305
AUS,Copper_ore,9,66.48286222263,66.48286222263,14.120875,4.708126247320369
AUS,Copper_ore,10,67.80228604671,67.80228604671,14.529875,4.6664053232880525
